ID	DOCULECT	CONCEPT	ORTHOGRAPHIC	FORM	TOKENS	MORPHEMES	COGIDS	SOURCE	NOTE
1	Maltese	one	wieħed	wɪhɛd	w ɪ h ɛ d	one1	1	Maltese;Borg1997Maltese	
2	Maltese	one	waħda	wɐhdɐ	w ɐ/ɪ h -/ɛ d + ɐ	one1 fem_sg	1 11	Maltese;Borg1997Maltese	
3	Maltese	two	tnejn	tnɛjn	t n ɛ j n	two	2	Maltese;Borg1997Maltese	
4	Maltese	three	tlieta	tliːtɐ	t l iː t ɐ	three	3	Maltese;Borg1997Maltese	
5	Maltese	four	erbgħa	ɛrbɐ	ɛ r b ɐ	four	4	Maltese;Borg1997Maltese	
6	Maltese	five	ħamsa	hɐmsɐ	h ɐ m s ɐ	five	5	Maltese;Borg1997Maltese	
7	Maltese	six	sitta	sɪttɐ	s ɪ tː ɐ	six	6	Maltese;Borg1997Maltese
8	Maltese	seven	sebgħa	sɛbɐ	s ɛ b ɐ	seven	7	Maltese;Borg1997Maltese	
9	Maltese	eight	tmienja	tmiːnjɐ	t m iː n j ɐ	eight	8	Maltese;Borg1997Maltese	
10	Maltese	nine	disgħa	dɪsɐ	d ɪ s ɐ	nine	9	Maltese;Borg1997Maltese	
11	Maltese	ten	għaxra	ɐːʃrɐ	ɐː ʃ r ɐ	ten	10	Maltese;Borg1997Maltese	
12	Maltese	eleven	ħdax	hdɐːʃ	h d + ɐː ʃ -/r -/ɐ	one2 ten	12 10	Maltese;Borg1997Maltese	
13	Maltese	twelve	tnax	tnɐːʃ	t n -/ɛ -/j -/n + ɐː ʃ -/r -/ɐ	two ten	2 10	Maltese;Borg1997Maltese	
14	Maltese	thirteen	tlettax	tlɛttɐːʃ	t l ɛ/iː tː/t -/ɐ + ɐː ʃ -/r -/ɐ	three ten	3 10	Maltese;Borg1997Maltese
15	Maltese	fourteen	erbatax	ɛrbɐtɐːʃ	ɛ r b ɐ t/- + ɐː ʃ -/r -/ɐ	four ten	4 10	Maltese;Borg1997Maltese	
16	Maltese	fifteen	ħmistax	hmɪstɐːʃ	h -/ɐ m ɪ/- s t/- -/ɐ + ɐː ʃ -/r -/ɐ	five ten	5 10	Maltese;Borg1997Maltese	
17	Maltese	sixteen	sittax	sɪttɐːʃ	s ɪ tː -/ɐ + ɐː ʃ -/r -/ɐ	six ten	6 10	Maltese;Borg1997Maltese
18	Maltese	seventeen	sbatax	zbɐtɐːʃ	z/s -/ɛ b ɐ t/- + ɐː ʃ -/r -/ɐ	seven ten	7 10	Maltese;Borg1997Maltese	
19	Maltese	eighteen	tmintax	tmɪntɐːʃ	t m ɪ/iː n -/j -/ɐ t/- + ɐː ʃ -/r -/ɐ	eight ten	8 10	Maltese;Borg1997Maltese
20	Maltese	nineteen	dsatax	tsɐtɐːʃ	t/d -/ɪ s ɐ t/- + ɐː ʃ -/r -/ɐ	nine ten	9 10	Maltese;Borg1997Maltese	
21	Maltese	twenty	għoxrin	ɔʃriːn	ɔ/ɐː ʃ r -/ɐ + iː n	ten ty	10 13	Maltese	iːn is derived from a pluraliser so »tens«
22	Maltese	twenty one	wieħed u għoxrin	wɪhɛd u ɔʃriːn	w ɪ h ɛ d + u + ɔ/ɐː ʃ r -/ɐ + iː n	one1 and ten ty	1 14 10 13	Maltese;Borg1997Maltese	
23	Maltese	twenty two	tnejn u għoxrin	tnɛjn u ɔʃriːn	t n ɛ j n + u + ɔ/ɐː ʃ r -/ɐ + iː n	two and ten ty	2 14 10 13	Maltese;Borg1997Maltese	
24	Maltese	twenty three	tlieta u għoxrin	tliːtɐ u ɔʃriːn	t l iː t ɐ + u + ɔ/ɐː ʃ r -/ɐ + iː n	three and ten ty	3 14 10 13	Maltese;Borg1997Maltese	
25	Maltese	twenty four	erbgħa u għoxrin	ɛrbʔɐ u ɔʃriːn	ɛ r b ɐ + u + ɔ/ɐː ʃ r -/ɐ + iː n	four and ten ty	4 14 10 13	Maltese;Borg1997Maltese	
26	Maltese	twenty five	ħamsa u għoxrin	hɐmsɐ u ɔʃriːn	h ɐ m s ɐ + u + ɔ/ɐː ʃ r -/ɐ + iː n	five and ten ty	5 14 10 13	Maltese;Borg1997Maltese	
27	Maltese	twenty six	sitta u għoxrin	sɪttɐ u ɔʃriːn	s ɪ tː ɐ + u + ɔ/ɐː ʃ r -/ɐ + iː n	six and ten ty	6 14 10 13	Maltese;Borg1997Maltese
28	Maltese	twenty seven	seba' u għoxrin	sɛbɐ u ɔʃriːn	s ɛ b ɐ + u + ɔ/ɐː ʃ r -/ɐ + iː n	seven and ten ty	7 14 10 13	Maltese;Borg1997Maltese	
29	Maltese	twenty eight	tmienja u għoxrin	tmiːnjɐ u ɔʃriːn	t m iː n j ɐ + u + ɔ/ɐː ʃ r -/ɐ + iː n	eight and ten ty	8 14 10 13	Maltese;Borg1997Maltese	
30	Maltese	twenty nine	disgħa u għoxrin	dɪsɐ u ɔʃriːn	d ɪ s ɐ + u + ɔ/ɐː ʃ r -/ɐ + iː n	nine and ten ty	9 14 10 13	Maltese;Borg1997Maltese	
31	Maltese	thirty	tletin	tlɛtiːn	t l ɛ/iː t -/ɐ + iː n	three ty	3 13	Maltese;Borg1997Maltese	
32	Maltese	thirty one	wieħed u tletin	wɪhɛd u tlɛtiːn	w ɪ h ɛ d + u + t l ɛ/iː t -/ɐ + iː n	one1 and three ty	1 14 3 13	Maltese;Borg1997Maltese	
33	Maltese	thirty two	tnejn u tletin	tnɛjn u tlɛtiːn	t n ɛ j n + u + t l ɛ/iː t -/ɐ + iː n	two and three ty	2 14 3 13	Maltese;Borg1997Maltese	
34	Maltese	thirty three	tlieta u tletin	tliːtɐ u tlɛtiːn	t l iː t ɐ + u + t l ɛ/iː t -/ɐ + iː n	three and three ty	3 14 3 13	Maltese;Borg1997Maltese	
35	Maltese	thirty four	erbgħa u tletin	ɛrbɐ u tlɛtiːn	ɛ r b ɐ + u + t l ɛ/iː t -/ɐ + iː n	four and three ty	4 14 3 13	Maltese;Borg1997Maltese	
36	Maltese	thirty five	ħamsa u tletin	hɐmsɐ u tlɛtiːn	h ɐ m s ɐ + u + t l ɛ/iː t -/ɐ + iː n	five and three ty	5 14 3 13	Maltese;Borg1997Maltese	
37	Maltese	thirty six	sitta u tletin	sɪttɐ u tlɛtiːn	s ɪ tː ɐ + u + t l ɛ/iː t -/ɐ + iː n	six and three ty	6 14 3 13	Maltese;Borg1997Maltese
38	Maltese	thirty seven	seba' u tletin	sɛbɐ u tlɛtiːn	s ɛ b ɐ + u + t l ɛ/iː t -/ɐ + iː n	seven and three ty	7 14 3 13	Maltese;Borg1997Maltese	
